Timestamp,Dataset Version,Model Version,Total Pipeline Time (ms),Prediction Latency (ms),SHAP Time (ms)
2026-09-02T10:07:35.700157Z,v1000,RF_v1000,10.444765090942383,0.5538463592529297,4.890918731689453
2026-09-03T05:23:06.579931Z,v1000,RF_v1000,41.95368766784668,0.5424022674560547,36.411285400390625
2026-09-03T05:23:06.819272Z,v1000,RF_v1000,15.01882553100586,0.5316734313964844,9.487152099609375
2026-09-03T05:23:07.019850Z,v1000,RF_v1000,13.751153945922852,0.5304813385009766,8.220672607421875
2026-09-03T05:23:07.206597Z,v1000,RF_v1000,15.89334487915039,0.5323886871337891,10.360956192016602
2026-09-03T05:23:07.405387Z,v1000,RF_v1000,15.72382926940918,0.54931640625,10.17451286315918
2026-09-03T05:23:07.607174Z,v1000,RF_v1000,16.506080627441406,0.5307197570800781,10.975360870361328
2026-09-03T05:23:07.806902Z,v1000,RF_v1000,15.031700134277344,0.5395412445068359,9.492158889770508
2026-09-03T05:23:08.017677Z,v1000,RF_v1000,14.120464324951172,0.5390644073486328,8.581399917602539
2026-09-03T05:23:08.243935Z,v1000,RF_v1000,15.368585586547852,0.5385875701904297,9.829998016357422
2026-09-03T05:23:08.442452Z,v1000,RF_v1000,17.226581573486328,0.5443096160888672,11.682271957397461
2026-09-03T05:23:08.664529Z,v1000,RF_v1000,15.490894317626953,1.1186599731445312,9.372234344482422
2026-09-03T05:23:08.887532Z,v1000,RF_v1000,14.982585906982422,0.751495361328125,9.231090545654297
2026-09-03T05:23:09.092285Z,v1000,RF_v1000,14.305953979492188,0.537872314453125,8.768081665039062
2026-09-03T05:23:09.309685Z,v1000,RF_v1000,14.90915298461914,1.093149185180664,8.816003799438477
2026-09-03T05:23:09.512339Z,v1000,RF_v1000,14.746551513671875,0.5366802215576172,9.209871292114258
2026-09-03T05:23:09.726373Z,v1000,RF_v1000,13.873224258422852,0.553131103515625,8.320093154907227
2026-09-03T05:23:09.943629Z,v1000,RF_v1000,15.00666618347168,0.5402565002441406,9.466409683227539
2026-09-03T05:23:10.158354Z,v1000,RF_v1000,15.020256042480469,0.5426406860351562,9.477615356445312
2026-09-03T05:23:10.365145Z,v1000,RF_v1000,15.947704315185547,1.100301742553711,9.847402572631836
2026-09-03T05:23:10.593503Z,v1000,RF_v1000,14.282588958740234,1.0709762573242188,8.211612701416016
2026-09-03T05:23:10.810086Z,v1000,RF_v1000,14.982824325561523,0.5524158477783203,9.430408477783203
2026-09-03T05:23:11.026916Z,v1000,RF_v1000,12.534980773925781,0.5409717559814453,6.994009017944336
2026-09-03T05:23:11.241618Z,v1000,RF_v1000,14.124755859375,0.5431175231933594,8.58163833618164
2026-09-03T05:23:11.464938Z,v1000,RF_v1000,13.065938949584961,0.5290508270263672,7.536888122558594
2026-09-03T05:23:11.707836Z,v1000,RF_v1000,14.009599685668945,0.5376338958740234,8.471965789794922
2026-09-03T05:23:11.947109Z,v1000,RF_v1000,13.624553680419922,0.5381107330322266,8.086442947387695
2026-09-03T05:23:12.189931Z,v1000,RF_v1000,15.240316390991211,0.5393028259277344,9.701013565063477
2026-09-03T05:23:12.443134Z,v1000,RF_v1000,14.295940399169922,0.5323886871337891,8.763551712036133
2026-09-03T05:23:12.678926Z,v1000,RF_v1000,14.19961929321289,0.5452632904052734,8.654356002807617
2026-09-03T05:23:12.921148Z,v1000,RF_v1000,16.034250259399414,1.1053085327148438,9.92894172668457
2026-09-03T05:23:13.166340Z,v1000,RF_v1000,14.418010711669922,0.5822181701660156,8.835792541503906
2026-09-03T05:23:13.411128Z,v1000,RF_v1000,14.722471237182617,0.5207061767578125,9.201765060424805
2026-09-03T05:23:13.664959Z,v1000,RF_v1000,14.849071502685547,1.0840892791748047,8.764982223510742
2026-09-03T05:23:13.922745Z,v1000,RF_v1000,16.010408401489258,1.2471675872802734,9.763240814208984
2026-09-03T05:23:14.173584Z,v1000,RF_v1000,16.144399642944336,1.0788440704345703,10.065555572509766
2026-09-03T05:23:14.426585Z,v1000,RF_v1000,15.297298431396484,0.5271434783935547,9.77015495300293
2026-09-03T05:23:14.687042Z,v1000,RF_v1000,15.76197624206543,0.5402565002441406,10.221719741821289
2026-09-03T05:23:14.946747Z,v1000,RF_v1000,15.475635528564453,0.5335807800292969,9.942054748535156
2026-09-03T05:23:15.208997Z,v1000,RF_v1000,14.686708450317383,0.5414485931396484,9.145259857177734
2026-09-03T05:23:15.479181Z,v1000,RF_v1000,14.889364242553711,0.6525516510009766,9.236812591552734
2026-09-03T05:23:15.752378Z,v1000,RF_v1000,14.98234748840332,0.5412101745605469,9.441137313842773
2026-09-03T05:23:16.028275Z,v1000,RF_v1000,15.368585586547852,0.5290508270263672,9.839534759521484
2026-09-03T05:23:16.308385Z,v1000,RF_v1000,15.328054428100586,0.5409717559814453,9.78708267211914
2026-09-03T05:23:16.576394Z,v1000,RF_v1000,14.166240692138672,1.0728836059570312,8.09335708618164
2026-09-03T05:23:16.837766Z,v1000,RF_v1000,13.691549301147461,0.5319118499755859,8.159637451171875
2026-09-03T05:23:17.098409Z,v1000,RF_v1000,17.48621940612793,0.5505084991455078,11.935710906982422
2026-09-03T05:23:17.362391Z,v1000,RF_v1000,14.234428405761719,0.5407333374023438,8.693695068359375
2026-09-03T05:23:17.640266Z,v1000,RF_v1000,14.914398193359375,0.5588531494140625,9.355545043945312
2026-09-03T05:23:17.918916Z,v1000,RF_v1000,14.833574295043945,0.5350112915039062,9.298563003540039
2026-09-03T05:23:18.211041Z,v1000,RF_v1000,13.590221405029297,0.5362033843994141,8.054018020629883
2026-09-03T05:23:18.502779Z,v1000,RF_v1000,15.213851928710938,1.0623931884765625,9.151458740234375
2026-09-03T05:23:18.799707Z,v1000,RF_v1000,14.37509536743164,0.54168701171875,8.83340835571289
2026-09-03T05:23:19.077871Z,v1000,RF_v1000,14.698629379272461,0.5362033843994141,9.162425994873047
2026-09-03T05:23:19.354081Z,v1000,RF_v1000,13.930444717407227,0.5314350128173828,8.399009704589844
2026-09-03T05:23:19.889910Z,v1000,RF_v1000,13.723258972167969,0.5245208740234375,8.198738098144531
2026-09-03T05:23:20.163512Z,v1000,RF_v1000,14.29403305053711,1.0676383972167969,8.226394653320312
2026-09-03T05:23:20.432884Z,v1000,RF_v1000,14.838342666625977,0.5342960357666016,9.304046630859375
2026-09-03T05:23:20.710864Z,v1000,RF_v1000,13.62431526184082,0.5290508270263672,8.095264434814453
2026-09-03T05:23:20.955246Z,v1000,RF_v1000,14.258747100830078,0.5548000335693359,8.703947067260742
2026-09-03T05:23:21.208573Z,v1000,RF_v1000,13.748292922973633,0.5364418029785156,8.211851119995117
2026-09-03T05:23:21.497852Z,v1000,RF_v1000,13.655548095703125,0.5478858947753906,8.107662200927734
2026-09-03T05:23:21.779941Z,v1000,RF_v1000,14.433746337890625,0.5428791046142578,8.890867233276367
2026-09-03T05:23:22.078183Z,v1000,RF_v1000,14.851694107055664,0.545501708984375,9.306192398071289
2026-09-03T05:23:22.384498Z,v1000,RF_v1000,13.640050888061523,0.5319118499755859,8.108139038085938
2026-09-03T05:23:22.665794Z,v1000,RF_v1000,14.295940399169922,0.5304813385009766,8.765459060668945
2026-09-03T05:23:22.947664Z,v1000,RF_v1000,13.777141571044922,0.5397796630859375,8.237361907958984
2026-09-03T05:23:23.206153Z,v1000,RF_v1000,14.337425231933594,0.5590915679931641,8.77833366394043
2026-09-03T05:23:23.486002Z,v1000,RF_v1000,13.688926696777344,0.537872314453125,8.151054382324219
2026-09-03T05:23:23.764716Z,v1000,RF_v1000,14.884357452392578,0.54168701171875,9.342670440673828
2026-09-03T05:23:24.059865Z,v1000,RF_v1000,16.325359344482422,0.5629062652587891,10.762453079223633
2026-09-03T05:23:24.361465Z,v1000,RF_v1000,13.76617431640625,0.5445480346679688,8.221626281738281
2026-09-03T05:23:24.650581Z,v1000,RF_v1000,13.85629653930664,0.5443096160888672,8.311986923217773
2026-09-03T05:23:24.929332Z,v1000,RF_v1000,13.584260940551758,0.5257129669189453,8.058547973632812
2026-09-03T05:23:25.190141Z,v1000,RF_v1000,13.215904235839844,0.0,8.215904235839844
2026-09-03T05:23:25.491754Z,v1000,RF_v1000,13.755922317504883,0.5323886871337891,8.223533630371094
2026-09-03T05:23:25.784473Z,v1000,RF_v1000,14.824514389038086,0.5364418029785156,9.28807258605957
2026-09-03T05:23:26.084673Z,v1000,RF_v1000,14.140253067016602,0.5288124084472656,8.611440658569336
2026-09-03T05:23:26.394642Z,v1000,RF_v1000,13.114337921142578,0.5252361297607422,7.589101791381836
2026-09-03T05:23:26.667305Z,v1000,RF_v1000,19.208555221557617,0.5476474761962891,13.660907745361328
2026-09-03T05:23:26.962416Z,v1000,RF_v1000,14.312152862548828,0.5393028259277344,8.772850036621094
2026-09-03T05:23:27.271715Z,v1000,RF_v1000,14.466886520385742,0.5412101745605469,8.925676345825195
2026-09-03T05:23:27.582871Z,v1000,RF_v1000,14.32002067565918,0.5433559417724609,8.776664733886719
2026-09-03T05:23:27.886866Z,v1000,RF_v1000,17.630939483642578,0.5474090576171875,12.08353042602539
2026-09-03T05:23:28.212406Z,v1000,RF_v1000,13.718252182006836,0.5526542663574219,8.165597915649414
2026-09-03T05:23:28.521271Z,v1000,RF_v1000,13.846521377563477,0.5481243133544922,8.298397064208984
2026-09-03T05:23:28.821182Z,v1000,RF_v1000,13.640050888061523,0.5435943603515625,8.096456527709961
2026-09-03T05:23:29.116972Z,v1000,RF_v1000,12.637500762939453,0.5404949188232422,7.097005844116211
2026-09-03T05:23:29.414369Z,v1000,RF_v1000,14.151697158813477,1.0766983032226562,8.07499885559082
2026-09-03T05:23:29.720153Z,v1000,RF_v1000,13.109807968139648,0.5350112915039062,7.574796676635742
2026-09-03T05:23:30.047238Z,v1000,RF_v1000,13.653640747070312,0.5414485931396484,8.112192153930664
2026-09-03T05:23:30.354834Z,v1000,RF_v1000,14.877920150756836,1.0852813720703125,8.792638778686523
2026-09-03T05:23:30.693013Z,v1000,RF_v1000,13.769512176513672,0.5586147308349609,8.210897445678711
2026-09-03T05:23:30.989439Z,v1000,RF_v1000,13.721590042114258,0.5397796630859375,8.18181037902832
2026-09-03T05:23:31.318829Z,v1000,RF_v1000,13.715152740478516,0.5311965942382812,8.183956146240234
2026-09-03T05:23:31.632219Z,v1000,RF_v1000,13.721590042114258,0.6592273712158203,8.062362670898438
2026-09-03T05:23:31.960285Z,v1000,RF_v1000,14.86337661743164,1.0786056518554688,8.784770965576172
2026-09-03T05:23:32.285709Z,v1000,RF_v1000,14.942054748535156,0.5369186401367188,9.405136108398438
2026-09-03T05:23:32.624815Z,v1000,RF_v1000,15.650396347045898,0.5507469177246094,10.099649429321289
2026-09-03T05:23:32.927708Z,v1000,RF_v1000,13.816957473754883,0.5478858947753906,8.269071578979492
2026-09-03T05:23:33.234774Z,v1000,RF_v1000,14.779930114746094,0.5426406860351562,9.237289428710938
2026-09-04T06:01:21.804052Z,v1000,RF_v1000,35.416250228881836,0.5342960357666016,29.881954193115234
2026-09-04T08:18:25.354646Z,v1000,RF_v1000,32.94146537780762,0.5400180816650391,27.401447296142578
